"DOR Code","Municipality","Fiscal Year","Total Outstanding Debt (Schedule A Part 10)","Equalized Values (EQV)","Outstanding Debt as a % of EQV","Population","Outstanding Debt Per Capita","GF Debt Service (Schedule A Part 2)","Total Budget","Debt Service as a % of Budget"
"320","Wenham","2023","1,110,000","946,329,400","0.12%","4,979","223","512,475","23,192,579","2.21%"
"320","Wenham","2024","830,000","1,010,590,200","0.08%","4,987","166","368,930","24,252,985","1.52%"
"320","Wenham","2025","550,000","1,010,590,200","0.05%","4,926","112","700,565","26,883,307","2.61%"
"321","West Boylston","2021","14,224,783","974,854,400","1.46%","8,215","1,732","1,003,824","27,962,575","3.59%"
"321","West Boylston","2022","13,278,859","1,080,272,600","1.23%","8,077","1,644","970,370","29,946,097","3.24%"
"321","West Boylston","2023","12,317,265","1,080,272,600","1.14%","7,877","1,564","946,823","31,899,968","2.97%"
"321","West Boylston","2024","11,351,504","1,203,529,000","0.94%","7,855","1,445","917,901","31,526,081","2.91%"
"321","West Boylston","2025","10,465,073","1,203,529,000","0.87%","7,757","1,349","798,849","33,530,161","2.38%"
"322","West Bridgewater","2021","32,204,175","1,268,319,800","2.54%","7,262","4,435","3,004,042","38,300,883","7.84%"
"322","West Bridgewater","2022","30,178,938","1,379,056,200","2.19%","7,281","4,145","2,972,746","39,046,195","7.61%"
"322","West Bridgewater","2023","28,308,978","1,379,056,200","2.05%","7,707","3,673","2,787,993","41,110,754","6.78%"
"322","West Bridgewater","2024","26,420,471","1,451,294,400","1.82%","7,727","3,419","2,836,858","43,976,934","6.45%"
"322","West Bridgewater","2025","24,441,833","1,451,294,400","1.68%","7,625","3,205","2,850,084","48,043,147","5.93%"
"323","West Brookfield","2021","187,000","391,008,700","0.05%","3,785","49","149,333","9,456,147","1.58%"
"323","West Brookfield","2022","359,500","440,792,400","0.08%","3,727","96","170,156","9,756,288","1.74%"
"323","West Brookfield","2023","245,500","440,792,400","0.06%","3,833","64","122,989","10,271,052","1.20%"
"323","West Brookfield","2024","131,500","513,429,200","0.03%","3,820","34","119,875","10,179,460","1.18%"
"323","West Brookfield","2025","193,000","513,429,200","0.04%","3,817","51","115,526","10,241,850","1.13%"
"324","West Newbury","2021","2,258,482","955,510,900","0.24%","4,691","481","364,651","18,011,704","2.03%"
"324","West Newbury","2022","1,896,090","1,027,055,700","0.18%","4,714","402","313,950","19,311,424","1.63%"
"324","West Newbury","2023","1,555,726","1,027,055,700","0.15%","4,500","346","297,950","18,753,525","1.59%"
"324","West Newbury","2024","1,505,362","1,189,426,700","0.13%","4,544","331","0","19,022,318","0.00%"
"324","West Newbury","2025","3,535,000","1,189,426,700","0.30%","4,562","775","0","21,641,415","0.00%"
"325","West Springfield","2021","69,838,535","2,823,620,200","2.47%","28,747","2,429","5,259,678","107,307,739","4.90%"
"325","West Springfield","2022","92,331,082","2,966,876,100","3.11%","28,517","3,238","5,383,375","113,763,301","4.73%"
"325","West Springfield","2023","93,059,668","2,966,876,100","3.14%","28,835","3,227","7,204,983","123,994,423","5.81%"
"325","West Springfield","2024","86,704,755","3,302,461,300","2.63%","28,629","3,029","7,037,481","133,293,174","5.28%"
"325","West Springfield","2025","79,953,584","3,302,461,300","2.42%","28,501","2,805","6,819,599","139,635,880","4.88%"
"326","West Stockbridge","2021","1,741,262","396,939,400","0.44%","1,264","1,378","352,495","6,077,237","5.80%"
"326","West Stockbridge","2022","1,837,296","410,234,100","0.45%","1,257","1,462","357,312","6,010,838","5.94%"
"326","West Stockbridge","2023","1,800,330","410,234,100","0.44%","1,343","1,341","254,002","6,638,435","3.83%"
"326","West Stockbridge","2024","1,738,366","453,409,500","0.38%","1,338","1,299","276,418","6,968,347","3.97%"
"326","West Stockbridge","2025","1,936,504","453,409,500","0.43%","1,329","1,457","212,039","7,505,809","2.83%"
"327","West Tisbury","2021","5,310,000","2,646,075,100","0.20%","2,901","1,830","983,949","20,863,793","4.72%"
"327","West Tisbury","2022","4,695,000","3,002,267,300","0.16%","2,904","1,617","930,689","21,927,904","4.24%"
"327","West Tisbury","2023","4,080,000","3,002,267,300","0.14%","3,555","1,148","919,081","23,730,418","3.87%"
"327","West Tisbury","2024","3,470,000","3,290,703,900","0.11%","3,635","955","977,042","24,949,719","3.92%"
"327","West Tisbury","2025","2,865,000","3,290,703,900","0.09%","3,594","797","867,291","26,777,085","3.24%"
"328","Westborough","2021","85,795,258","4,223,552,400","2.03%","19,189","4,471","11,664,797","116,398,393","10.02%"
"328","Westborough","2022","76,766,105","4,556,141,700","1.68%","19,144","4,010","12,181,115","119,858,925","10.16%"
"328","Westborough","2023","78,169,989","4,556,141,700","1.72%","21,567","3,625","12,827,607","130,411,015","9.84%"
"328","Westborough","2024","92,031,392","5,021,857,900","1.83%","21,499","4,281","13,580,752","139,662,694","9.72%"
"328","Westborough","2025","84,704,777","5,021,857,900","1.69%","21,506","3,939","8,819,603","143,253,935","6.16%"
"329","Westfield","2021","93,222,390","3,343,027,700","2.79%","41,680","2,237","6,577,096","149,681,173","4.39%"
"329","Westfield","2022","108,467,700","3,606,467,600","3.01%","41,204","2,632","5,817,141","152,979,073","3.80%"
"329","Westfield","2023","109,410,328","3,606,467,600","3.03%","40,834","2,679","6,846,573","161,887,603","4.23%"
"329","Westfield","2024","104,188,320","3,978,694,400","2.62%","40,575","2,568","6,735,723","170,846,817","3.94%"
"329","Westfield","2025","95,112,727","3,978,694,400","2.39%","40,535","2,346","6,814,064","179,300,910","3.80%"
"330","Westford","2021","42,718,003","4,774,432,100","0.89%","24,296","1,758","5,856,914","115,764,983","5.06%"
"330","Westford","2022","43,442,313","5,161,061,500","0.84%","24,817","1,751","5,837,700","118,900,588","4.91%"
"330","Westford","2023","36,634,494","5,161,061,500","0.71%","24,643","1,487","5,866,921","122,805,137","4.78%"
"330","Westford","2024","33,254,506","5,707,136,100","0.58%","24,446","1,360","3,220,448","126,971,243","2.54%"
"330","Westford","2025","38,602,302","5,707,136,100","0.68%","24,353","1,585","3,127,588","127,976,217","2.44%"
"331","Westhampton","2021","4,120,000","235,299,300","1.75%","1,641","2,511","314,229","6,635,718","4.74%"
"331","Westhampton","2022","3,960,000","250,696,200","1.58%","1,637","2,419","448,356","6,777,054","6.62%"
"331","Westhampton","2023","3,795,000","250,696,200","1.51%","1,622","2,340","256,800","7,627,419","3.37%"
"331","Westhampton","2024","3,625,000","267,682,700","1.35%","1,614","2,246","256,850","8,037,544","3.20%"
"331","Westhampton","2025","3,450,000","267,682,700","1.29%","1,620","2,130","256,750","7,595,688","3.38%"
"332","Westminster","2021","3,829,392","1,012,450,300","0.38%","7,884","486","265,800","31,043,282","0.86%"
"332","Westminster","2022","3,570,838","1,117,484,000","0.32%","7,997","447","253,596","30,261,739","0.84%"
"332","Westminster","2023","3,312,284","1,117,484,000","0.30%","8,213","403","250,668","29,653,644","0.85%"
"332","Westminster","2024","4,693,730","1,330,013,700","0.35%","8,275","567","250,879","30,373,610","0.83%"
"332","Westminster","2025","4,270,176","1,330,013,700","0.32%","8,330","513","237,500","33,257,374","0.71%"
"333","Weston","2021","104,909,697","6,495,550,900","1.62%","12,134","8,646","10,252,721","98,644,774","10.39%"
"333","Weston","2022","98,198,197","6,765,132,800","1.45%","12,124","8,099","9,951,616","102,693,265","9.69%"
"333","Weston","2023","95,443,597","6,765,132,800","1.41%","11,851","8,054","9,725,684","103,740,040","9.38%"
"333","Weston","2024","86,798,697","7,192,996,000","1.21%","11,666","7,440","9,828,944","110,485,753","8.90%"
"333","Weston","2025","78,445,747","7,192,996,000","1.09%","11,661","6,727","9,185,365","111,882,392","8.21%"
"334","Westport","2021","61,134,554","3,393,226,100","1.80%","15,988","3,824","2,691,765","45,173,215","5.96%"
"334","Westport","2022","59,098,997","3,742,770,600","1.58%","16,034","3,686","4,393,756","49,299,664","8.91%"
"334","Westport","2023","66,248,210","3,742,770,600","1.77%","16,339","4,055","4,651,448","51,610,665","9.01%"
"334","Westport","2024","63,917,189","4,325,909,100","1.48%","16,359","3,907","5,008,219","53,705,915","9.33%"
"334","Westport","2025","62,120,929","4,325,909,100","1.44%","16,413","3,785","5,003,594","56,686,437","8.83%"
"335","Westwood","2021","33,120,000","4,713,941,600","0.70%","16,127","2,054","5,948,477","100,146,781","5.94%"
"335","Westwood","2022","34,945,000","5,214,138,300","0.67%","16,400","2,131","5,686,234","103,447,437","5.50%"
"335","Westwood","2023","86,817,500","5,214,138,300","1.67%","16,266","5,337","5,818,919","107,969,450","5.39%"
"335","Westwood","2024","84,115,000","5,479,184,600","1.54%","16,213","5,188","7,526,704","114,812,552","6.56%"
"335","Westwood","2025","80,655,000","5,479,184,600","1.47%","16,231","4,969","7,152,031","117,469,848","6.09%"
"336","Weymouth","2021","158,658,864","8,154,408,700","1.95%","57,719","2,749","11,413,148","176,624,716","6.46%"
"336","Weymouth","2022","161,242,439","9,358,057,000","1.72%","57,746","2,792","14,544,219","185,679,974","7.83%"
"336","Weymouth","2023","152,156,462","9,358,057,000","1.63%","57,437","2,649","14,543,032","197,400,693","7.37%"
"336","Weymouth","2024","160,780,432","10,601,685,400","1.52%","57,670","2,788","14,252,086","200,144,360","7.12%"
"336","Weymouth","2025","","10,601,685,400","","57,410","","14,576,938","213,778,689","6.82%"
"337","Whately","2021","0","280,732,300","0.00%","1,580","0","80,809","5,857,839","1.38%"
"337","Whately","2022","384,503","288,556,600","0.13%","1,567","245","0","6,123,535","0.00%"
"337","Whately","2023","459,856","288,556,600","0.16%","1,607","286","48,659","6,358,427","0.77%"
"337","Whately","2024","395,970","333,516,600","0.12%","1,631","243","48,659","6,591,826","0.74%"
"337","Whately","2025","330,292","333,516,600","0.10%","1,623","204","48,659","7,036,923","0.69%"
"338","Whitman","2021","9,651,652","1,638,287,500","0.59%","15,168","636","805,736","39,396,699","2.05%"
"338","Whitman","2022","8,443,677","1,882,778,200","0.45%","15,216","555","809,027","39,093,299","2.07%"
"338","Whitman","2023","7,225,227","1,882,778,200","0.38%","15,121","478","637,537","42,353,571","1.51%"
"338","Whitman","2024","25,424,638","2,145,260,700","1.19%","15,279","1,664","619,706","44,706,600","1.39%"
"338","Whitman","2025","30,576,327","2,145,260,700","1.43%","15,259","2,004","2,200,306","46,971,770","4.68%"
"339","Wilbraham","2021","7,965,902","1,748,349,400","0.46%","14,749","540","801,317","48,404,294","1.66%"
"339","Wilbraham","2022","7,163,809","1,874,892,200","0.38%","14,689","488","744,394","53,635,371","1.39%"
"339","Wilbraham","2023","6,357,128","1,874,892,200","0.34%","14,613","435","726,227","52,390,889","1.39%"
"339","Wilbraham","2024","5,545,767","2,108,258,500","0.26%","14,551","381","945,611","54,463,973","1.74%"
"339","Wilbraham","2025","12,718,631","2,108,258,500","0.60%","14,526","876","933,367","56,419,329","1.65%"
"340","Williamsburg","2021","3,425,202","322,631,400","1.06%","2,489","1,376","438,429","9,074,436","4.83%"
"340","Williamsburg","2022","2,890,000","330,724,800","0.87%","2,466","1,172","419,582","10,404,645","4.03%"
"340","Williamsburg","2023","6,130,000","330,724,800","1.85%","2,504","2,448","413,530","9,347,689","4.42%"
"340","Williamsburg","2024","5,765,000","371,024,900","1.55%","2,475","2,329","589,350","10,089,968","5.84%"
"340","Williamsburg","2025","5,390,000","371,024,900","1.45%","2,469","2,183","644,730","10,530,892","6.12%"
"341","Williamstown","2021","5,565,000","1,008,880,400","0.55%","7,993","696","567,188","22,212,088","2.55%"
"341","Williamstown","2022","5,075,000","1,054,809,700","0.48%","7,434","683","562,687","23,407,113","2.40%"
"341","Williamstown","2023","4,575,000","1,054,809,700","0.43%","7,513","609","557,688","24,264,945","2.30%"
"341","Williamstown","2024","4,070,000","1,144,212,500","0.36%","7,813","521","547,188","25,469,038","2.15%"
"341","Williamstown","2025","3,565,000","1,144,212,500","0.31%","7,663","465","533,288","26,473,200","2.01%"
"342","Wilmington","2021","34,081,968","4,633,611,500","0.74%","23,907","1,426","3,812,564","120,143,711","3.17%"
"342","Wilmington","2022","31,222,834","5,340,168,500","0.58%","23,445","1,332","3,613,711","120,204,926","3.01%"
"342","Wilmington","2023","30,359,600","5,340,168,500","0.57%","23,349","1,300","3,506,853","144,416,565","2.43%"
"342","Wilmington","2024","64,107,100","5,921,026,600","1.08%","23,012","2,786","3,359,164","133,180,287","2.52%"
"342","Wilmington","2025","59,954,600","5,921,026,600","1.01%","22,904","2,618","6,011,806","140,717,549","4.27%"
"343","Winchendon","2021","6,106,885","724,421,600","0.84%","10,911","560","720,354","30,883,295","2.33%"
"343","Winchendon","2022","5,021,289","825,187,100","0.61%","10,905","460","627,162","33,444,666","1.88%"
"343","Winchendon","2023","3,921,598","825,187,100","0.48%","10,364","378","681,558","34,292,365","1.99%"
"343","Winchendon","2024","3,366,582","983,994,000","0.34%","10,352","325","930,617","35,886,171","2.59%"
"343","Winchendon","2025","7,051,862","983,994,000","0.72%","10,385","679","626,697","36,231,744","1.73%"
"344","Winchester","2021","143,129,298","7,681,074,900","1.86%","22,851","6,264","12,666,100","136,133,873","9.30%"
"344","Winchester","2022","133,433,148","8,680,662,000","1.54%","22,799","5,853","11,973,479","142,435,307","8.41%"
"344","Winchester","2023","161,001,998","8,680,662,000","1.85%","22,970","7,009","11,589,102","147,042,456","7.88%"
"344","Winchester","2024","151,990,848","9,544,700,800","1.59%","22,662","6,707","13,504,423","156,261,417","8.64%"
"344","Winchester","2025","170,706,698","9,544,700,800","1.79%","22,640","7,540","14,315,185","165,290,340","8.66%"
"345","Windsor","2021","1,350,000","121,136,700","1.11%","875","1,543","9,989","2,538,726","0.39%"
"345","Windsor","2022","1,215,000","123,292,600","0.99%","866","1,403","172,125","2,341,390","7.35%"
"345","Windsor","2023","1,080,000","123,292,600","0.88%","831","1,300","168,413","2,585,509","6.51%"
"345","Windsor","2024","968,200","139,980,600","0.69%","821","1,179","171,612","2,944,379","5.83%"
"345","Windsor","2025","827,400","139,980,600","0.59%","818","1,011","6,658","2,862,501","0.23%"
"346","Winthrop","2021","51,010,247","2,386,490,000","2.14%","18,688","2,730","4,152,250","56,474,037","7.35%"
"346","Winthrop","2022","48,605,227","2,870,648,300","1.69%","18,544","2,621","3,825,756","56,945,375","6.72%"
"346","Winthrop","2023","53,113,337","2,870,648,300","1.85%","19,316","2,750","3,836,800","60,094,499","6.39%"
"346","Winthrop","2024","50,241,345","3,178,797,900","1.58%","18,505","2,715","3,830,025","62,908,930","6.09%"
"346","Winthrop","2025","51,560,558","3,178,797,900","1.62%","18,510","2,786","3,829,775","65,375,508","5.86%"
"347","Woburn","2021","74,032,177","7,909,145,900","0.94%","40,397","1,833","6,896,588","150,032,975","4.60%"
"347","Woburn","2022","88,680,592","9,226,467,200","0.96%","40,228","2,204","6,269,491","166,761,681","3.76%"
"347","Woburn","2023","81,781,986","9,226,467,200","0.89%","40,876","2,001","7,845,417","180,761,393","4.34%"
"347","Woburn","2024","75,681,115","10,155,637,600","0.75%","41,056","1,843","7,684,550","177,002,754","4.34%"
"347","Woburn","2025","84,786,633","10,155,637,600","0.83%","41,248","2,056","7,243,175","197,293,133","3.67%"
"348","Worcester","2021","790,639,711","13,336,462,800","5.93%","185,877","4,254","51,451,073","726,990,191","7.08%"
"348","Worcester","2022","924,475,904","15,426,121,200","5.99%","185,428","4,986","50,424,784","777,370,410","6.49%"
"348","Worcester","2023","938,257,517","15,426,121,200","6.08%","206,518","4,543","57,330,463","820,145,743","6.99%"
"348","Worcester","2024","1,013,187,032","18,737,985,800","5.41%","205,918","4,920","58,686,235","856,430,066","6.85%"
"348","Worcester","2025","996,698,789","18,737,985,800","5.32%","205,319","4,854","62,393,193","945,907,762","6.60%"
"349","Worthington","2021","122,000","177,583,800","0.07%","1,187","103","34,236","4,469,646","0.77%"
"349","Worthington","2022","91,500","182,949,300","0.05%","1,175","78","33,489","5,030,705","0.67%"
"349","Worthington","2023","61,000","182,949,300","0.03%","1,193","51","32,742","5,432,886","0.60%"
"349","Worthington","2024","30,500","198,652,000","0.02%","1,182","26","31,995","5,902,918","0.54%"
"349","Worthington","2025","0","198,652,000","0.00%","1,183","0","31,237","5,478,885","0.57%"
"350","Wrentham","2021","7,982,146","2,225,687,600","0.36%","11,964","667","656,330","47,340,534","1.39%"
"350","Wrentham","2022","6,953,789","2,481,220,700","0.28%","12,023","578","541,647","49,753,852","1.09%"
"350","Wrentham","2023","5,925,432","2,481,220,700","0.24%","12,178","487","455,647","52,638,202","0.87%"
"350","Wrentham","2024","6,967,278","2,814,471,000","0.25%","12,209","571","304,419","57,655,538","0.53%"
"350","Wrentham","2025","6,194,124","2,814,471,000","0.22%","12,457","497","254,919","60,725,586","0.42%"
"351","Yarmouth","2021","20,820,000","6,274,212,500","0.33%","23,315","893","837,221","86,521,396","0.97%"
"351","Yarmouth","2022","19,200,000","6,880,187,700","0.28%","23,203","827","1,474,888","99,621,696","1.48%"
"351","Yarmouth","2023","24,910,000","6,880,187,700","0.36%","25,023","995","1,565,401","105,074,357","1.49%"
"351","Yarmouth","2024","23,210,000","7,825,616,900","0.30%","25,286","918","1,616,981","108,945,742","1.48%"
"351","Yarmouth","2025","24,160,885","7,825,616,900","0.31%","25,244","957","1,572,621","116,403,127","1.35%"
